sh000001	上证指数	szzs
sh000002	A股指数	agzs
sh000003	B股指数	bgzs
sh000004	工业指数	gyzs
sh000005	商业指数	syzs
sh000006	地产指数	dczs
sh000007	公用指数	gyzs
sh000008	综合指数	zhzs
sh000009	上证380	sz380
sh000010	上证180	sz180
sh000011	基金指数	jjzs
sh000012	国债指数	gzzs
sh000013	企债指数	qzzs
sh000015	红利指数	hlzs
sh000016	上证50	sz50
sh000017	新综指	xzz
sh000018	180金融	180jr
sh000019	治理指数	zlzs
sh000020	中型综指	zxzz
sh000021	180治理	180zl
sh000022	沪公司债	hgsz
sh000023	沪分离债	hflz
sh000025	180基建	180jj
sh000026	180资源	180zy
sh000027	180交通运输	180jtys
sh000028	180成长	180cz
sh000029	180价值	180jz
sh000030	180R成长	180rcz
sh000031	180R价值	180rjz
sh000032	上证能源	szny
sh000033	上证材料	szcl
sh000034	上证工业	szgy
sh000035	上证可选消费	szkx
sh000036	上证消费	szxf
sh000037	上证医药	szyy
sh000038	上证金融	szjr
sh000039	上证信息	szxx
sh000040	上证电信	szdx
sh000041	上证公用	szgy
sh000042	上证央企	szyq
sh000043	超大盘	cdp
sh000044	上证中盘	szzp
sh000045	上证小盘	szxp
sh000046	上证中小	szzx
sh000047	上证全指	szqz
sh000048	责任指数	zrzs
sh000049	上证民企	szmq
sh000050	大盘等权	dpdq
sh000051	180等权	180dq
sh000054	上证海外	szhw
sh000055	上证地企	szdq
sh000056	上证国企	szgq
sh000057	全指成长	qzcz
sh000058	全指价值	qzjz
sh000059	全R成长	qrcz
sh000060	全R价值	qrjz
sh000061	沪企债30	hzq30
sh000062	上证沪企	szhq
sh000063	上证周期	szzq
sh000064	非周期	fzq
sh000065	上证龙头	szlt
sh000066	上证商品	szsp
sh000067	上证新兴	szxx
sh000068	上证资源	szzy
sh000069	消费80	xf80
sh000070	能源等权	nydq
sh000071	材料等权	cldq
sh000072	工业等权	gydq
sh000073	可选等权	kxdq
sh000074	消费等权	xfdq
sh000075	医药等权	yydq
sh000076	金融等权	jrdq
sh000077	信息等权	xxdq
sh000078	电信等权	dxdq
sh000079	公用等权	gydq
sh000090	上证流通	szlt
sh000091	沪财中小	hczx
sh000092	资源50	zy50
sh000093	180分层	180fc
sh000094	上证上游	szsy
sh000095	上证中游	szzy
sh000096	上证下游	szxy
sh000097	高端装备	gdsb
sh000098	上证F200	szf200
sh000099	上证F300	szf300
sh000100	上证F500	szf500
sh000102	沪投资品	htzp
sh000103	沪消费品	hxfp
sh000104	380能源	380ny
sh000105	380材料	380cl
sh000106	380工业	380gy
sh000107	380可选	380kx
sh000108	380消费	380xf
sh000109	380医药	380yy
sh000110	380金融	380jr
sh000111	380信息	380xx
sh000112	380电信	380dx
sh000113	380公用	380gy
sh000114	持续产业	cxcy
sh000115	380等权	380dq
sh600000	浦发银行	pfyh
sh600004	白云机场	byjc
sh600005	武钢股份	wggf
sh600006	东风汽车	dfqc
sh600007	中国国贸	zggm
sh600008	首创股份	scgf
sh600009	上海机场	shjc
sh600010	包钢股份	bggf
sh600011	华能国际	hngj
sh600012	皖通高速	wtgs
sh600015	华夏银行	hxyh
sh600016	民生银行	msyh
sh600017	日照港	rzg
sh600018	上港集团	sgjt
sh600019	宝钢股份	bggf
sh600020	中原高速	zygs
sh600021	上海电力	shdl
sh600022	济南钢铁	jngt
sh600026	中海发展	zhfz
sh600027	华电国际	hdgj
sh600028	中国石化	zgsh
sh600029	南方航空	nfhk
sh600030	中信证券	zxzq
sh600031	三一重工	syzg
sh600033	福建高速	fjgs
sh600035	楚天高速	ctgs
sh600036	招商银行	zsyh
sh600037	歌华有线	ghyx
sh600038	哈飞股份	hfgf
sh600039	四川路桥	sclq
sh600048	保利地产	bldc
sh600050	中国联通	zglt
sh600051	宁波联合	nblh
sh600052	浙江广厦	zjgs
sh600053	中江地产	zjdc
sh600054	黄山旅游	hsly
sh600055	万东医疗	wdyl
sh600056	中国医药	zgyy
sh600057	*ST夏新	*stxx
sh600058	五矿发展	wkfz
sh600059	古越龙山	gyls
sh600060	海信电器	hxdq
sh600061	中纺投资	zftz
sh600062	双鹤药业	shyy
sh600063	皖维高新	wwgx
sh600064	南京高科	njgk
sh600066	宇通客车	ytkc
sh600067	冠城大通	gcdt
sh600068	葛洲坝	gzb
sh600069	银鸽投资	ygtz
sh600070	浙江富润	zjfr
sh600071	凤凰光学	fhgx
sh600072	中船股份	zcgf
sh600073	上海梅林	shml
sh600074	中达股份	zdgf
sh600075	新疆天业	xjty
sh600076	ST华光	sthg
sh600077	*ST百科	*stbk
sh600078	澄星股份	cxgf
sh600079	人福医药	rfyy
sh600080	*ST金花	*stjh
sh600081	东风科技	dfkj
sh600082	海泰发展	htfz
sh600083	*ST博信	*stbx
sh600084	*ST中葡	*stzp
sh600085	同仁堂	trt
sh600086	东方金钰	dfjy
sh600087	长航油运	chyy
sh600088	中视传媒	zscm
sh600089	特变电工	tbdg
sh600090	啤酒花	pjh
sh600091	*ST明科	*stmk
sh600093	禾嘉股份	hjgf
sh600095	哈高科	hgk
sh600096	云天化	yth
sh600097	开创国际	kcgj
sh600098	广州控股	gzkg
sh600099	林海股份	lhgf
sh600100	同方股份	tfgf
sh600101	明星电力	mxdl
sh600102	莱钢股份	lggf
sh600103	青山纸业	qszy
sh600104	上海汽车	shqc
sh600105	永鼎股份	ydgf
sh600106	重庆路桥	cqlq
sh600107	美尔雅	mey
sh600108	亚盛集团	ysjt
sh600109	国金证券	gjzq
sh600110	中科英华	zkyh
sh600111	包钢稀土	bgxt
sh600112	长征电气	czdq
sh600113	浙江东日	zjdr
sh600114	东睦股份	dmgf
sh600115	东方航空	dfhk
sh600116	三峡水利	sxsl
sh600117	西宁特钢	xltg
sh600118	中国卫星	ggwx
sh600119	长江投资	cjtz
sh600120	浙江东方	zjdf
sh600121	郑州煤电	zzmd
sh600122	宏图高科	htgk
sh600123	兰花科创	lhkc
sh600125	铁龙物流	tlwl
sh600126	杭钢股份	hggf
sh600127	金健米业	jjmy
sh600128	弘业股份	hygf
sh600129	太极集团	tjjt
sh600130	ST波导	stbd
sh600131	*ST岷电	*stmd
sh600132	重庆啤酒	cqpj
sh600133	东湖高新	dhgx
